"","arrests_B","arrests_W","arrests_total","ct_pop","ct_white","ct_black","sir_total","sir_white","sir_black","eTot","eW","eB"
"173",0,6,6,10451,8518,924,0.0168030950764087,0.0400602954993974,0,357.077072570036,149.774232196821,15.1496642935618
"174",1,43,44,10824,9515,891,0.118976386614869,0.25701602161055,0.0684528064082415,369.821283465512,167.304745169377,14.6086048545061
"175",0,4,4,10985,9677,986,0.0106575115547594,0.0235082220429105,0,375.322135889565,170.153233736632,16.1662002093636
"176",0,3,3,10857,9319,1073,0.00808736974502842,0.0183084878776621,0,370.948787378517,163.858425668252,17.5926296396016
"177",0,6,6,10860,9222,1194,0.0161702713299767,0.0370021250340346,0,371.051287734245,162.152849180451,19.5765142494728
"178",0,1,1,11571,9543,1385,0.00252944353186914,0.00595957939613446,0,395.343872041708,167.79707652668,22.7081006997653
"179",2,5,7,11629,9349,1629,0.0176177949738417,0.0304162296380956,0.0748820755184079,397.325545585776,164.385923551077,26.7086614006626
"180",0,2,2,12732,10186,1434,0.00459757950161135,0.0111667516546851,0,435.011509708324,179.103114481899,23.5114919880602
"181",1,0,1,5308,3934,1195,0.00551397722442688,0,0.0510388707194504,181.35729606753,69.172555701138,19.5929099900502
"182",0,5,5,5272,4142,973,0.0277581478634843,0.0686531460373143,0,180.127291798797,72.8298743553923,15.9530555818568
"183",1,0,1,5457,4263,1015,0.00536342149665711,0,0.0600900990243775,186.448147068672,74.9574491494538,16.6416766861096
"184",0,0,0,5674,4607,871,0,0,0,193.862339466308,81.0060915391822,14.2806900429571
"185",0,0,0,5766,4958,633,0,0,0,197.005683708624,87.1778167682364,10.3785037855245
"186",0,0,0,6467,5381,813,0,0,0,220.956600163661,94.615536916071,13.3297370894651
"187",1,0,1,5993,4789,967,0.00488372953566792,0,0.0630728547153497,204.761543958686,84.2062453616547,15.8546811383921
"188",0,0,0,6101,5002,765,0,0,0,208.451556764883,87.9514803297133,12.5427415417476
"189",0,0,0,6144,4906,1003,0,0,0,209.920728530313,86.2634871046728,16.4449277991802
"190",16,91,107,4056,3749,139,0.772114508993243,1.38046845082297,7.02059861982655,138.580480943839,65.9196520903829,2.27900794026525
"191",14,91,105,4345,3998,141,0.707286551498752,1.29449130118442,6.05588870309507,148.45468187894,70.2978845178316,2.31179942142015
"192",18,73,91,4710,4469,118,0.5654788515415,0.928994278573219,9.30378058623201,160.925558492476,78.5796012781865,1.93469738813885
"193",15,57,72,4775,4520,125,0.441321415648705,0.71719450710326,7.31897406116918,163.146399533243,79.4763476789892,2.04946757218098
"194",15,69,84,4840,4589,89,0.507960341530922,0.855128866034968,10.2794579510803,165.36724057401,80.6895928094871,1.45922091139286
"195",9,70,79,4995,4823,0,0.462900319814489,0.825432019990002,Inf,170.663092286607,84.8040762955232,0
"196",25,77,102,5065,4956,0,0.589408784390978,0.883608655297207,Inf,173.054767253587,87.1426502427147,0
"197",29,78,108,4850,4650,92,0.651745286512134,0.953986400393606,19.2255659215495,165.708908426435,81.7621718378982,1.5084081331252
"198",16,69,85,4811,4618,38,0.517105849951552,0.849758849336178,25.6806107409445,164.376403801975,81.1995074295514,0.623038141943019
"199",0,32,33,3582,3408,111,0.269639951574402,0.534011888988837,0,122.385424738864,59.923759488937,1.81992720409671
"200",7,32,39,3729,3620,27,0.306103366367138,0.502738264550817,15.8125982803038,127.407942169521,63.6514111942347,0.442684995591092
"201",2,21,23,3743,3686,29,0.179847287060361,0.324014538720438,4.20630693170643,127.886277162917,64.8119065364501,0.475476476745988
"202",0,28,28,3972,3886,18,0.206321588872915,0.409784727988861,0,135.710470983464,68.3285590886177,0.295123330394062
"203",2,14,16,3984,3875,27,0.117542936173726,0.205473993930931,4.51788522294394,136.120472406375,68.1351431982485,0.442684995591092
"204",5,15,20,4041,3903,15,0.144856179694421,0.218571353486976,20.3304835032477,138.067979165201,68.627474555552,0.245936108661718
"205",0,10,10,4132,3954,17,0.0708329891269551,0.143834765243579,0,141.177156622274,69.5242209563547,0.278727589816614
"206",1,18,19,4252,4078,18,0.130784485192356,0.251030110640412,3.38841391720796,145.277170851382,71.7045455386987,0.295123330394062
"207",4,14,18,4298,4157,25,0.122575020923835,0.191535175964002,9.75863208155891,146.84884297254,73.0936232968049,0.409893514436197
"208",0,5,5,8227,7770,40,0.0177878881167241,0.0365973398824396,0,281.090142190574,136.621951651714,0.655829623097915
"209",1,6,7,8153,7833,5,0.025129073684632,0.043563589565156,12.1982901019486,278.561800082624,137.729697205647,0.0819787028872394
"210",0,9,9,8220,7899,96,0.0320454647159758,0.0647993917705786,0,280.850974693876,138.890192547862,1.573991095435
"211",2,1,3,8271,7990,28,0.0106159561506195,0.0071179306855208,4.35653217926737,282.593480741247,140.490269459098,0.45908073616854
"212",1,2,3,8036,7681,118,0.010926402852386,0.0148085577860464,0.516876699235112,274.564286209244,135.057041265999,1.93469738813885
"213",1,0,1,7915,7543,115,0.00369781315315955,0,0.530360439215158,270.430105194894,132.630551005003,1.88551016640651
"214",0,1,1,8158,7678,230,0.0035876674561483,0.00740717194286418,0,278.732634008837,135.004291477717,3.77102033281301
"215",0,2,2,8728,8330,193,0.00670673490083819,0.0136548058048766,0,298.207701597098,146.468578797783,3.16437793144744
